symbol,company,industry,tier,price,change_pct,high_52w,low_52w,high_200d,low_200d,from_52w_high_pct,ema20,ema200,above_ema200,rsi14,macd,macd_signal,macd_hist,vol_vs_avg20,consec_days,history_days
RKSWAMY,R K Swamy Limited,,2,88.33,-1.26,154.87,67.7,119.52,67.7,-42.97,93.37,103.45,False,34.63,-2.077,-1.861,-0.215,0.95,-2,248
TNPETRO,Tamilnadu PetroProducts Limited,,2,125.73,-1.26,137.55,78.96,137.55,78.96,-8.59,124.05,100.69,True,56.24,5.134,6.536,-1.402,0.25,-1,252
ALICON,Alicon Castalloy Limited,,2,688.35,-1.27,981.05,584.48,895.96,584.48,-29.84,705.21,718.4,False,45.58,2.986,2.928,0.058,1.13,-2,248
JSLL,Jeena Sikho Lifecare Limited,,2,490.75,-1.27,829.1,490.75,773.7,490.75,-40.81,511.11,619.37,False,37.58,-10.155,-10.648,0.493,0.57,-3,251
KALAMANDIR,Sai Silks (Kalamandir) Limited,,2,76.79,-1.27,196.98,76.79,154.63,76.79,-61.02,83.56,107.63,False,20.58,-2.517,-1.781,-0.736,1.49,-3,251
SHIVAMAUTO,Shivam Autotech Limited,,2,16.33,-1.27,34.17,13.34,28.87,13.34,-52.21,16.95,20.13,False,40.77,-0.122,-0.048,-0.075,0.62,-2,248
SOMATEX,Soma Textiles & Industries Limited,,2,80.58,-1.27,152.86,64.77,143.23,77.16,-47.29,85.93,96.95,False,37.31,-2.566,-2.559,-0.007,0.27,-2,247
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,,2,393.1,-1.28,508.1,259.44,508.1,259.44,-22.63,433.78,368.8,True,35.69,-4.555,6.45,-11.005,0.29,-2,248
SPARC,Sun Pharma Advanced Research Company Limited,,2,185.59,-1.28,277.57,108.71,277.57,108.71,-33.14,198.11,182.39,True,34.27,-4.367,-3.798,-0.569,0.78,-2,250
DENTA,Denta Water and Infra Solutions Limited,,2,278.4,-1.29,463.42,222.42,360.95,222.42,-39.92,283.63,310.97,False,42.43,-6.598,-8.805,2.207,1.08,-1,251
HEADSUP,Heads UP Ventures Limited,,2,6.89,-1.29,11.72,6.05,9.48,6.05,-41.21,6.91,7.7,False,49.58,0.024,0.015,0.009,5.87,-2,247
POLYPLEX,Polyplex Corporation Limited,,2,1079.7,-1.29,1228.56,747.17,1228.56,747.17,-12.12,1145.06,1006.17,True,34.74,-8.683,5.051,-13.734,1.09,-2,250
CONCORDBIO,Concord Biotech Ltd.,Healthcare,1,1453.8,-1.3,1685.01,1008.76,1587.5,1008.76,-13.72,1469.05,1340.13,True,48.9,10.612,16.686,-6.074,0.86,-2,250
FLUOROCHEM,Gujarat Fluorochemicals Ltd.,Chemicals,1,4471.8,-1.3,4783.13,2978.43,4783.13,2978.43,-6.51,4635.61,3965.52,True,41.57,18.539,53.004,-34.465,1.39,-3,251
SAGARDEEP,Sagardeep Alloys Limited,,2,23.5,-1.3,30.41,22.02,28.84,22.02,-22.72,23.8,24.82,False,43.31,-0.117,-0.135,0.018,0.56,-1,250
ATLANTAELE,Atlanta Electricals Limited,,2,1633.3,-1.31,2151.5,726.3,2151.5,726.3,-24.09,1758.61,1465.77,True,39.28,0.618,29.013,-28.395,0.64,-7,242
PLASTIBLEN,Plastiblends India Limited,,2,182.75,-1.31,201.43,119.74,201.43,119.74,-9.27,189.18,174.75,True,41.14,-0.257,0.305,-0.563,0.51,-2,250
TIPSFILMS,Tips Films Limited,,2,315.2,-1.31,460.15,281.45,445.3,281.45,-31.5,334.07,367.61,False,32.48,-8.957,-7.612,-1.345,0.36,-2,247
JUBLINGREA,Jubilant Ingrevia Ltd.,Chemicals,1,624.9,-1.32,761.24,539.48,761.24,539.48,-17.91,668.08,680.33,False,25.63,-21.537,-16.633,-4.904,3.47,-1,252
ESABINDIA,Esab India Limited,,2,5675.0,-1.32,7119.61,4697.86,7119.61,4934.09,-20.29,5947.01,5761.47,False,33.28,-42.745,13.795,-56.54,0.85,-2,248
NPST,Network People Services Technologies Limited,,2,1828.5,-1.32,2059.98,877.65,1852.9,877.65,-11.24,1707.54,1526.36,True,64.43,52.038,40.106,11.932,0.61,-1,250
SAURASHCEM,Saurashtra Cement Limited,,2,52.33,-1.32,111.83,48.22,89.21,48.22,-53.21,56.12,67.31,False,33.31,-1.383,-1.022,-0.361,1.43,-5,248
THOMASCOOK,Thomas Cook  (India)  Limited,,2,102.01,-1.32,171.4,87.59,148.06,87.59,-40.48,107.11,114.0,False,39.63,0.062,0.895,-0.833,0.26,-2,250
ENERGYDEV,Energy Development Company Limited,,2,14.08,-1.33,27.37,13.15,23.05,13.15,-48.56,15.44,17.11,False,20.73,-0.535,-0.393,-0.142,1.31,-3,247
GOKUL,Gokul Refoils and Solvent Limited,,2,39.39,-1.33,44.98,31.72,44.98,31.72,-12.43,41.56,40.69,False,37.66,0.076,0.441,-0.365,0.68,-4,247
IONEXCHANG,ION Exchange (India) Limited,,2,426.25,-1.33,466.72,316.18,466.72,316.18,-8.67,411.83,391.33,True,59.16,13.189,7.98,5.209,0.55,-2,249
MANAKALUCO,Manaksia Aluminium Company Limited,,2,35.0,-1.33,64.79,21.71,64.79,21.71,-45.98,37.54,34.72,True,37.54,-0.446,-0.018,-0.428,1.0,-2,250
ANGELONE,Angel One Ltd.,Financial Services,1,293.5,-1.34,353.71,208.47,353.71,210.87,-17.02,296.57,288.7,True,46.63,-0.271,-1.632,1.361,0.44,-2,250
DIXON,Dixon Technologies (India) Ltd.,Consumer Durables,1,13005.0,-1.34,18331.0,9673.0,14990.0,9673.0,-29.05,13842.46,13292.61,False,29.18,-263.194,-86.381,-176.813,1.02,-1,251
TECHM,Tech Mahindra Ltd.,Information Technology,1,1537.1,-1.34,1723.61,1297.97,1723.61,1297.97,-10.82,1570.35,1499.05,True,42.41,-12.517,-7.108,-5.409,1.68,-2,251
ALLCARGO,Allcargo Logistics Limited,,2,11.03,-1.34,35.59,7.18,13.34,7.18,-69.01,11.72,12.53,False,45.08,0.345,0.639,-0.294,0.26,-3,251
APCL,Anjani Portland Cement Limited,,2,97.85,-1.34,144.91,97.85,144.91,97.85,-32.48,100.16,114.03,False,38.15,-1.267,-1.18,-0.087,2.48,-2,249
KRITIKA,Kritika Wires Limited,,2,5.17,-1.34,9.21,4.56,7.56,4.56,-43.87,5.4,6.3,False,31.77,-0.092,-0.081,-0.011,1.06,-2,247
HINDCOMPOS,Hindustan Composites Limited,,2,374.3,-1.36,491.8,348.45,491.8,348.45,-23.89,395.87,426.61,False,25.25,-10.709,-8.519,-2.19,0.52,-1,247
UNITDSPR,United Spirits Ltd.,Fast Moving Consumer Goods,1,1371.0,-1.37,1556.0,1209.49,1556.0,1209.49,-11.89,1434.38,1381.85,False,29.53,-31.481,-21.273,-10.208,1.61,-1,252
GSS,GSS Infotech Limited,,2,10.08,-1.37,27.69,8.72,19.36,8.72,-63.6,11.38,14.91,False,23.85,-0.695,-0.528,-0.167,0.43,-1,248
KOTHARIPRO,Kothari Products Limited,,2,64.14,-1.37,96.75,58.25,78.64,58.25,-33.71,66.67,72.19,False,31.43,-0.889,-0.604,-0.285,1.21,-2,249
SRD,Shankar Lal Rampal Dye-Chem Limited,,2,39.54,-1.37,74.54,36.59,70.58,36.59,-46.95,39.33,46.91,False,51.41,0.008,0.018,-0.01,0.25,-1,248
TORNTPOWER,Torrent Power Ltd.,Power,1,1258.8,-1.38,1766.38,1183.59,1766.38,1215.1,-28.74,1283.17,1374.65,False,40.97,-7.997,-12.831,4.834,0.99,-3,252
GPPL,Gujarat Pipavav Port Limited,,2,160.35,-1.38,187.88,138.18,187.88,138.18,-14.65,160.35,155.11,True,53.17,1.92,2.548,-0.628,0.86,-1,252
KICL,Kalyani Investment Company Limited,,2,4779.5,-1.38,6287.36,4017.63,5669.1,4017.63,-23.98,5130.49,5088.3,False,25.94,-113.09,-76.068,-37.022,4.59,-3,247
RTNINDIA,RattanIndia Enterprises Limited,,2,26.37,-1.38,56.83,24.82,42.55,24.82,-53.6,28.38,35.34,False,23.44,-1.105,-0.975,-0.13,1.09,-3,251
SUPERHOUSE,Superhouse Limited,,2,167.48,-1.38,188.29,129.65,180.05,129.65,-11.05,169.68,160.93,True,48.48,1.66,2.39,-0.73,0.45,-1,248
KANANIIND,Kanani Industries Limited,,2,1.42,-1.39,1.98,1.06,1.76,1.06,-28.28,1.49,1.59,False,36.61,-0.01,-0.001,-0.008,1.13,-3,248
GAUDIUMIVF,Gaudium IVF and Women Health Limited,,2,114.79,-1.4,158.16,70.67,158.16,70.67,-27.42,118.65,107.36,True,42.85,-2.672,-2.711,0.039,0.92,-1,139
KSHINTL,KSH International Limited,,2,1045.55,-1.4,1176.75,331.9,1176.75,331.9,-11.15,1057.49,718.99,True,51.29,41.563,47.247,-5.685,1.35,-1,186
SNOWMAN,Snowman Logistics Limited,,2,34.54,-1.4,56.2,30.7,44.37,30.7,-38.54,36.58,40.03,False,30.39,-0.639,-0.415,-0.224,1.1,-5,249
RELIANCE,Reliance Industries Ltd.,Oil Gas & Consumable Fuels,1,1226.4,-1.41,1584.97,1226.4,1584.97,1226.4,-22.62,1273.72,1347.06,False,31.97,-18.153,-11.153,-7.0,1.38,-1,252
INDIANHUME,Indian Hume Pipe Company Limited,,2,349.0,-1.41,419.65,277.97,419.65,277.97,-16.84,376.02,358.39,False,35.92,-4.287,0.13,-4.417,0.42,-2,248
SUNDRMFAST,Sundram Fasteners Limited,,2,1219.9,-1.41,1270.0,745.38,1270.0,745.38,-3.94,1209.61,987.04,True,56.11,34.265,40.94,-6.675,2.14,-2,248
TARMAT,Tarmat Limited,,2,57.47,-1.41,71.14,47.48,71.14,47.48,-19.22,58.68,53.6,True,49.03,1.345,1.945,-0.6,0.18,-2,249
CINEVISTA,Cinevista Limited,,2,13.88,-1.42,21.46,13.11,18.31,13.11,-35.32,14.32,15.65,False,33.97,-0.192,-0.194,0.002,2.87,-3,248
MOTILALOFS,Motilal Oswal Financial Services Ltd.,Financial Services,1,976.5,-1.44,1082.56,628.2,1055.0,628.2,-9.8,1002.83,896.6,True,45.49,16.58,25.359,-8.778,0.8,-2,250
SWELECTES,Swelect Energy Systems Limited,,2,543.45,-1.44,928.84,493.57,699.23,493.57,-41.49,581.58,639.07,False,27.42,-17.542,-14.698,-2.843,0.35,-2,248
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,Financial Services,1,1765.6,-1.45,1940.0,1354.17,1940.0,1354.17,-8.99,1836.33,1708.01,True,36.94,-10.133,-0.863,-9.27,1.22,-2,250
AFCONS,Afcons Infrastructure Ltd.,Construction,1,263.4,-1.46,462.49,253.8,399.13,253.8,-43.05,271.9,320.42,False,41.31,-5.806,-4.048,-1.758,1.13,-1,252
ESSARSHPNG,Essar Shipping Limited,,2,15.53,-1.46,41.13,15.53,31.04,15.53,-62.24,16.71,22.8,False,29.26,-0.789,-0.841,0.052,0.81,-2,248
ITC,ITC Ltd.,Fast Moving Consumer Goods,1,262.3,-1.47,401.99,255.5,388.41,255.5,-34.75,264.87,302.07,False,43.43,-3.469,-4.228,0.76,1.11,-1,252
CCAVENUE,AvenuesAI Limited,,2,16.08,-1.47,20.12,13.15,19.28,13.15,-20.08,15.75,15.84,True,53.66,0.036,-0.068,0.104,1.04,-1,252
ULTRAMAR,Ultramarine & Pigments Limited,,2,412.5,-1.47,442.85,360.25,442.85,360.25,-6.85,420.69,400.56,True,47.39,4.68,7.961,-3.282,0.57,-1,106
UNIECOM,Unicommerce Esolutions Limited,,2,83.21,-1.47,149.76,79.08,123.35,79.08,-44.44,84.67,97.8,False,45.19,-0.973,-0.692,-0.281,0.68,-1,252
EUREKAFORB,Eureka Forbes Limited,,2,385.3,-1.48,652.8,385.3,651.4,385.3,-40.98,408.08,478.69,False,27.84,-12.988,-11.375,-1.613,2.98,-3,252
HDFCAMC,HDFC Asset Management Company Ltd.,Financial Services,1,2373.1,-1.49,2878.78,2168.96,2802.31,2168.96,-17.57,2479.81,2600.75,False,32.39,-49.547,-35.682,-13.865,0.65,-1,250
ANNAPURNA,Annapurna Swadisht Limited,,2,132.55,-1.49,278.15,123.4,242.55,123.4,-52.35,140.7,166.65,False,38.25,-2.701,-1.242,-1.459,1.03,-3,249
HUBTOWN,Hubtown Limited,,2,173.76,-1.49,333.25,172.03,306.45,172.03,-47.86,182.7,216.01,False,38.01,-3.359,-2.323,-1.035,0.72,-1,251
SOUTHWEST,South West Pinnacle Exploration Limited,,2,198.58,-1.49,269.13,122.29,269.13,171.25,-26.21,214.46,212.41,False,37.25,-3.938,-3.284,-0.654,0.93,-5,249
SULA,Sula Vineyards Limited,,2,134.49,-1.49,282.76,134.14,224.65,134.14,-52.44,142.51,173.98,False,29.08,-4.362,-3.444,-0.917,0.51,-1,251
ABLBL,Aditya Birla Lifestyle Brands Ltd.,Consumer Services,1,81.17,-1.5,147.12,81.17,131.54,81.17,-44.83,84.58,102.57,False,29.54,-1.995,-1.999,0.004,1.84,-1,252
RGL,Renaissance Global Limited,,2,149.5,-1.5,156.48,86.18,156.48,86.18,-4.46,142.51,119.91,True,59.46,7.648,7.137,0.51,0.16,-3,249
STYL,Seshaasai Technologies Limited,,2,360.35,-1.5,426.56,211.79,414.63,211.79,-15.52,379.01,330.27,True,38.33,-4.369,-0.292,-4.077,1.7,-1,244
DSSL,Dynacons Systems & Solutions Limited,,2,1018.8,-1.51,1894.27,784.51,1894.27,784.51,-46.22,1068.47,1139.03,False,37.29,-41.169,-46.257,5.088,0.72,-2,248
RATNAVEER,Ratnaveer Precision Engineering Limited,,2,299.25,-1.51,310.6,131.3,310.6,131.3,-3.65,285.06,193.62,True,61.7,15.792,19.183,-3.392,1.57,-1,251
TTKHLTCARE,TTK Healthcare Limited,,2,1049.0,-1.51,1191.0,732.12,1191.0,732.12,-11.92,1102.95,1007.01,True,41.8,2.553,15.275,-12.722,0.47,-3,250
VESUVIUS,Vesuvius India Limited,,2,394.75,-1.51,554.93,394.75,554.93,394.75,-28.86,418.78,466.66,False,27.61,-9.901,-8.815,-1.086,1.43,-2,249
AURIONPRO,Aurionpro Solutions Limited,,2,688.0,-1.52,1229.01,664.95,1167.0,664.95,-44.02,695.46,864.97,False,43.61,-16.572,-20.357,3.785,0.48,-1,249
JAMNAAUTO,Jamna Auto Industries Limited,,2,125.03,-1.52,148.25,90.38,148.25,110.42,-15.66,127.23,124.3,True,45.98,0.537,0.132,0.404,1.44,-4,252
NACLIND,NACL Industries Limited,,2,148.88,-1.52,243.02,115.93,243.02,115.93,-38.74,163.29,178.34,False,27.64,-7.717,-6.63,-1.087,1.11,-1,251
PNGSREVA,PNGS Reva Diamond Jewellery Limited,,2,489.4,-1.52,620.75,331.8,620.75,331.8,-21.16,517.16,438.31,True,42.0,-2.541,5.739,-8.28,0.57,-1,137
BOHRAIND,Bohra Industries Limited,,2,13.5,-1.53,26.25,12.35,21.97,12.35,-48.57,13.36,16.91,False,49.95,-0.243,-0.362,0.119,0.03,-1,248
SARLAPOLY,Sarla Performance Fibers Limited,,2,95.22,-1.53,105.01,68.33,105.01,68.33,-9.32,100.03,94.7,True,35.25,-0.507,0.094,-0.601,1.37,-6,249
BAJAJ-AUTO,Bajaj Auto Ltd.,Automobile and Auto Components,1,11414.0,-1.54,12361.0,8506.78,12361.0,8636.95,-7.66,11700.55,10319.77,True,42.32,10.622,99.824,-89.202,1.32,-1,251
AKASH,Akash Infra-Projects Limited,,2,24.18,-1.55,34.09,23.12,34.09,23.12,-29.07,25.05,26.67,False,38.36,-0.304,-0.305,0.001,0.82,-4,247
ALEMBICLTD,Alembic Limited,,2,98.95,-1.55,111.41,69.04,111.41,69.04,-11.18,100.92,92.1,True,49.45,3.294,4.202,-0.908,0.24,-2,250
DODLA,Dodla Dairy Limited,,2,1063.6,-1.55,1453.18,966.89,1274.26,966.89,-26.81,1082.84,1134.84,False,42.78,-1.45,0.472,-1.922,0.45,-2,247
SHIVATEX,Shiva Texyarn Limited,,2,177.7,-1.55,192.92,126.61,189.55,126.61,-7.89,175.04,164.29,True,58.74,4.474,5.037,-0.563,1.4,-1,247
SUKHJITS,Sukhjit Starch & Chemicals Limited,,2,159.22,-1.55,215.26,139.74,215.26,139.74,-26.03,159.95,168.24,False,46.79,-0.471,-0.839,0.368,1.73,-1,247
JAIPURKURT,Nandani Creation Limited,,2,24.49,-1.57,41.13,24.49,41.13,24.49,-40.46,25.83,30.24,False,36.51,-0.638,-0.529,-0.109,0.61,-2,247
RAYMONDLSL,Raymond Lifestyle Limited,,2,657.25,-1.57,1310.75,637.15,1180.11,637.15,-49.86,684.35,838.39,False,39.08,-13.18,-13.868,0.688,0.29,-3,251
HMAAGRO,HMA Agro Industries Limited,,2,23.04,-1.58,33.03,19.98,30.12,19.98,-30.25,21.22,24.3,False,65.51,0.0,-0.251,0.252,2.52,-1,249
HERANBA,Heranba Industries Limited,,2,163.31,-1.59,321.9,157.52,256.95,157.52,-49.27,171.22,204.95,False,37.48,-1.625,-1.066,-0.559,0.56,-4,249
SGIL,Synergy Green Industries Limited,,2,581.5,-1.59,617.9,458.65,617.9,458.65,-5.89,591.37,561.07,True,45.86,2.086,3.06,-0.974,0.54,-3,247
MMTC,MMTC Ltd.,Services,1,59.8,-1.6,76.03,52.1,76.03,52.1,-21.35,62.63,64.15,False,33.18,-0.725,-0.425,-0.3,0.32,-7,249
ORIENTBELL,Orient Bell Limited,,2,384.2,-1.6,420.1,251.55,420.1,251.55,-8.55,389.28,325.28,True,51.24,13.93,17.729,-3.8,0.86,-2,249
USK,Udayshivakumar Infra Limited,,2,20.31,-1.6,34.36,19.96,29.77,19.96,-40.89,21.01,23.6,False,35.09,-0.374,-0.353,-0.02,0.81,-1,247
GUJRAFFIA,Gujarat Raffia Industries Limited,,2,40.25,-1.61,86.18,35.45,66.74,35.45,-53.3,40.79,41.62,False,47.0,-0.004,0.087,-0.091,1.42,-1,247
RAMCOSYS,Ramco Systems Limited,,2,558.65,-1.61,886.15,344.05,886.15,344.05,-36.96,590.94,567.29,False,40.28,-10.799,-13.148,2.349,0.52,-3,249
CAMS,Computer Age Management Services Ltd.,Financial Services,1,705.7,-1.62,829.35,617.28,829.35,617.28,-14.91,735.29,753.68,False,33.35,-15.724,-12.677,-3.047,0.67,-1,250
EXICOM,Exicom Tele-Systems Limited,,2,160.09,-1.62,184.33,76.26,184.33,76.26,-13.15,168.77,142.74,True,43.77,2.694,4.026,-1.332,0.54,-3,251
DWARKESH,Dwarikesh Sugar Industries Limited,,2,41.04,-1.63,55.38,32.44,55.38,32.44,-25.89,46.29,43.32,False,33.35,-0.762,0.454,-1.216,0.3,-2,249
CANFINHOME,Can Fin Homes Ltd.,Financial Services,1,771.95,-1.64,941.59,731.27,941.59,771.95,-18.02,798.57,836.39,False,33.31,-12.251,-10.524,-1.727,1.13,-1,249
GENCON,Generic Engineering Construction and Projects Limited,,2,39.02,-1.64,58.67,36.77,58.67,36.77,-33.49,41.8,42.34,False,40.47,-0.152,0.454,-0.605,0.93,-4,249
VINYLINDIA,Vinyl Chemicals (India) Limited,,2,215.0,-1.64,288.78,160.98,281.95,160.98,-25.55,228.02,243.1,False,26.54,-6.093,-5.0,-1.093,0.68,-7,247
VOGL,Vedanta Oil and Gas Limited,,2,34.26,-1.64,44.59,31.32,44.59,31.32,-23.17,36.57,36.38,False,37.85,-0.723,-0.274,-0.448,0.59,-2,70
JSWDULUX,JSW Dulux Ltd.,Consumer Durables,1,3082.0,-1.65,3578.16,2672.86,3578.16,2672.86,-13.87,3134.52,3078.42,True,43.08,17.023,25.875,-8.852,0.52,-3,249
JAYBARMARU,Jay Bharat Maruti Limited,,2,111.15,-1.65,198.11,75.24,198.11,75.24,-43.89,121.01,121.02,False,27.99,-6.952,-7.159,0.207,0.67,-1,250
VIKASLIFE,Vikas Lifecare Limited,,2,1.19,-1.65,2.34,1.06,1.93,1.06,-49.15,1.25,1.52,False,35.3,-0.018,-0.011,-0.007,0.83,-6,249
DOMS,DOMS Industries Ltd.,Fast Moving Consumer Goods,1,2085.2,-1.66,2669.47,2052.4,2669.47,2052.4,-21.89,2182.13,2313.62,False,23.42,-28.879,-18.254,-10.626,0.51,-7,248
ALKALI,Alkali Metals Limited,,2,72.23,-1.66,101.78,46.93,96.46,46.93,-29.03,72.95,75.22,False,49.57,1.737,1.018,0.719,0.44,-5,247
DIGITIDE,Digitide Solutions Limited,,2,84.82,-1.66,185.34,72.86,142.01,72.86,-54.24,93.02,107.97,False,29.65,-3.445,-2.172,-1.273,0.78,-1,249
KIRLOSIND,Kirloskar Industries Limited,,2,3770.2,-1.66,4298.53,2463.88,4298.53,2463.88,-12.29,3744.96,3556.05,True,51.9,1.321,-13.618,14.94,0.41,-1,249
FSL,Firstsource Solutions Ltd.,Services,1,273.1,-1.67,367.77,204.39,348.64,204.39,-25.74,266.57,274.38,False,53.65,-1.454,-3.206,1.752,0.48,-2,251
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,,2,47.18,-1.67,60.16,46.4,60.16,46.4,-21.58,49.2,52.62,False,29.69,-0.692,-0.572,-0.119,1.42,-2,249
NAGREEKEXP,Nagreeka Exports Limited,,2,21.25,-1.67,34.81,18.2,29.84,18.2,-38.95,22.3,25.53,False,40.52,-0.315,-0.273,-0.042,0.5,-2,247
PGHH,Procter & Gamble Hygiene and Health Care Limited,,2,7486.0,-1.67,14040.13,7486.0,12734.73,7486.0,-46.68,7755.63,9739.0,False,25.45,-211.026,-220.561,9.535,4.59,-1,251
RUSHIL,Rushil Decor Limited,,2,15.33,-1.67,32.08,12.79,23.82,12.79,-52.21,16.21,18.64,False,32.72,-0.339,-0.254,-0.084,1.23,-4,249
SMCGLOBAL,SMC Global Securities Limited,,2,80.57,-1.67,90.66,55.13,90.66,55.13,-11.13,82.04,73.56,True,47.05,1.249,1.319,-0.069,0.36,-2,248
GIPCL,Gujarat Industries Power Company Limited,,2,185.14,-1.68,203.8,118.34,203.8,118.34,-9.16,190.16,163.4,True,47.95,5.938,8.109,-2.172,0.48,-2,250
NBIFIN,N. B. I. Industrial Finance Company Limited,,2,1960.1,-1.68,2763.12,1582.94,2300.58,1582.94,-29.06,2001.54,2077.13,False,40.05,-18.904,-22.3,3.396,2.32,-1,249
EMAMIREAL,Emami Realty Limited,,2,66.31,-1.69,114.05,52.76,109.83,52.76,-41.86,69.63,81.0,False,39.1,-1.872,-2.142,0.27,0.6,-3,248
GOODLUCK,Goodluck India Limited,,2,510.3,-1.7,543.13,306.6,543.13,306.6,-6.04,491.77,439.03,True,58.92,11.579,5.744,5.835,0.74,-1,250
NOVARTIND,Novartis India Limited,,2,2046.8,-1.7,2428.2,672.25,2428.2,672.25,-15.71,1920.19,1256.19,True,59.05,160.451,139.514,20.937,0.32,-1,112
INTENTECH,Intense Technologies Limited,,2,76.43,-1.71,141.08,70.12,131.15,70.12,-45.83,80.41,96.57,False,34.77,-1.906,-1.788,-0.118,0.57,-3,247
TERASOFT,Tera Software Limited,,2,234.25,-1.72,579.35,234.25,512.6,234.25,-59.57,284.89,375.88,False,17.15,-31.308,-28.697,-2.611,0.85,-7,248
UTIAMC,UTI Asset Management Company Ltd.,Financial Services,1,895.2,-1.75,1347.26,870.55,1104.58,870.55,-33.55,898.92,975.44,False,47.78,0.884,-1.974,2.858,0.98,-1,250
GSLSU,Global Surfaces Limited,,2,27.51,-1.75,133.46,24.2,128.21,24.2,-79.39,28.52,56.49,False,44.19,-0.92,-1.063,0.144,0.24,-2,247
SWSOLAR,Sterling and Wilson Renewable Energy Limited,,2,176.06,-1.76,270.9,148.88,249.15,148.88,-35.01,185.51,209.22,False,29.63,-6.8,-6.644,-0.157,1.4,-1,252
GODREJIND,Godrej Industries Ltd.,Diversified,1,1107.4,-1.77,1417.7,749.0,1417.7,749.0,-21.89,1151.18,1130.56,False,36.29,-29.836,-30.924,1.088,0.94,-2,252
YESBANK,Yes Bank Ltd.,Financial Services,1,22.72,-1.77,25.48,17.25,25.48,17.25,-10.83,22.82,22.22,True,48.74,0.079,-0.0,0.079,1.05,-2,252
BAJAJELEC,Bajaj Electricals Limited,,2,322.55,-1.78,591.97,301.04,481.02,301.04,-45.51,336.0,381.84,False,37.78,-3.441,-2.374,-1.067,0.68,-2,250
FEDFINA,Fedbank Financial Services Limited,,2,150.76,-1.79,176.39,120.82,176.39,120.82,-14.53,156.77,150.88,False,40.81,0.418,1.313,-0.894,0.97,-3,249
ISFT,Intrasoft Technologies Limited,,2,75.22,-1.79,109.87,55.11,99.77,55.11,-31.54,83.0,83.22,False,33.68,-1.289,0.501,-1.79,1.02,-4,247
DANGEE,Dangee Dums Limited,,2,2.73,-1.8,4.62,2.6,4.51,2.6,-40.91,2.85,3.28,False,37.03,-0.048,-0.042,-0.006,0.71,-1,247
GALLANTT,Gallantt Ispat Ltd.,Capital Goods,1,524.95,-1.81,927.1,516.6,927.1,516.9,-43.38,563.32,631.53,False,28.14,-15.854,-13.425,-2.429,2.15,-7,248
NTPC,NTPC Ltd.,Power,1,323.65,-1.81,405.82,312.74,405.82,312.74,-20.25,331.1,348.08,False,36.31,-2.356,-2.247,-0.109,1.21,-1,252
ADSL,Allied Digital Services Limited,,2,95.26,-1.81,200.36,85.95,168.47,85.95,-52.46,103.16,126.02,False,22.65,-3.815,-3.27,-0.545,1.32,-2,249
SHK,S H Kelkar and Company Limited,,2,133.42,-1.82,250.28,112.34,183.31,112.34,-46.69,146.92,157.55,False,24.76,-4.73,-2.796,-1.934,1.89,-2,250
SGL,STL Global Limited,,2,9.64,-1.83,18.11,8.54,13.54,8.54,-46.77,9.95,11.27,False,41.66,-0.055,-0.007,-0.048,0.65,-1,247
ZENSARTECH,Zensar Technolgies Ltd.,Information Technology,1,441.85,-1.84,834.49,415.22,730.39,415.22,-47.05,454.1,545.69,False,41.0,-13.083,-12.682,-0.401,0.73,-1,251
DHANBANK,Dhanlaxmi Bank Limited,,2,28.88,-1.84,36.22,19.64,36.22,19.64,-20.27,31.17,29.93,False,25.83,-0.834,-0.582,-0.252,1.22,-3,251
HIRECT,Hirect Limited,,2,1182.6,-1.85,1338.0,579.19,1338.0,579.19,-11.61,1237.59,1025.25,True,40.2,-7.383,-2.249,-5.134,0.85,-5,249
VSTL,Vibhor Steel Tubes Limited,,2,112.75,-1.85,162.63,102.25,136.63,102.25,-30.67,115.3,121.57,False,45.96,1.962,2.027,-0.065,0.44,-5,248
MBLINFRA,MBL Infrastructure Limited,,2,22.14,-1.86,46.55,19.07,37.1,19.07,-52.44,23.44,28.14,False,36.02,-0.479,-0.414,-0.065,0.86,-5,248
AROGRANITE,Aro Granite Industries Limited,,2,22.55,-1.87,42.0,19.04,33.18,19.04,-46.31,24.23,27.4,False,28.49,-0.512,-0.305,-0.207,1.54,-3,247
ASALCBR,Associated Alcohols & Breweries Ltd.,,2,649.55,-1.87,1224.97,649.55,991.84,649.55,-46.97,699.19,825.07,False,27.4,-21.68,-19.428,-2.252,1.55,-3,248
EMBDL,Embassy Developments Limited,,2,53.88,-1.88,104.21,39.46,73.34,39.46,-48.3,57.69,65.13,False,31.24,-2.103,-1.64,-0.463,0.83,-1,252
MANYAVAR,Vedant Fashions Limited,,2,544.25,-1.88,750.8,337.1,610.05,337.1,-27.51,555.44,498.57,True,49.51,16.971,23.416,-6.445,3.45,-3,250
SILVERTUC,Silver Touch Technologies Limited,,2,146.28,-1.88,1095.63,103.75,1095.63,103.75,-86.65,163.63,265.23,False,22.46,-10.923,-9.693,-1.23,0.61,-2,252
TTKPRESTIG,TTK Prestige Limited,,2,530.85,-1.89,708.5,424.12,694.75,424.12,-25.07,562.04,580.28,False,28.13,-19.306,-17.049,-2.257,1.82,-1,251
